,Author,Title,State,District,DateBan,Country,Description
1297,"La Sala, Ryan",Be Dazzled,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1298,"La Sala, Ryan",Reverie,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1299,"Labrecque, Ellen",Who Was Maya Angelou? (Who was...? Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1300,"LaCour, Nina",Everything Leads to You,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1301,"LaCour, Nina",We Are Okay,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1302,"LaCour, Nina",You Know Me Well,Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
1303,"LaCour, Nina",You Know Me Well,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1304,"Ladson-Billings, Gloria",The Dreamkeepers: Successful Teachers of African American Children,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1305,"Lainez, Rene Colato",¡Vámonos! Let's Go!,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1306,"Laird, Elizabeth",A Little Piece of Ground,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1307,"Landau, Elaine",Date Violence (Life Balance),Texas,Fredericksburg Independent School District,2022-03-01,USA,Banned Pending Investigation
1308,"Lange, Donna",Taking Responsibility: A Teen's Guide to Contraception and Pregnancy,Texas,North East Independent School District,2021-12-01,USA,Banned in Libraries
1309,"Langford, Jo",The Pride Guide: A Guide to Sexual and Social Health for LGBTQ Youth,Tennessee,Collierville Schools,2022-02-01,USA,Banned in Libraries and Classrooms
1310,"Larimore, Walter",The Ultimate Guys' Body Book: Not-So-Stupid Questions About Your Body,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1311,"Larson, Kirby",Dash (Dogs of World War II Series),Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1312,"Lassieur, Allison",25 Women Who Dared to Go,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1313,"Latham, Irene","Can I Touch Your Hair? Poems of Race, Mistakes, and Friendship",Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1314,"Lauren, Christina",Autoboyography,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1315,"Lauren, Christina",Beautiful Bastard (Beautiful Bastard Series),Florida,Walton County School District,2022-04-01,USA,Banned Pending Investigation
1316,"Lauture, Denize",Running the Road to ABC,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1317,"Lawrence, Lisa J.",Trail of Crumbs,Florida,Indian River County School District,2021-11-01,USA,Banned in Libraries and Classrooms
1318,"Lawson, Jamie","Rainbow Revolutions: Power, Pride and Protest in the Fight for Queer Rights",Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1319,"Lawson, Richard",All We Can Do Is Wait,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1320,"Lawson, Richard",All We Can Do Is Wait,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1321,"Laymon, Kiese",Heavy: An American Memoir,Kansas,Goddard Public Schools,2021-11-01,USA,Banned Pending Investigation
1322,"Laymon, Kiese",Heavy: An American Memoir,Missouri,Wentzville School District,2021-10-01,USA,Banned Pending Investigation
1323,"Le, Minh",Drawn Together,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1324,"Leavitt, Martine",My Book of Life by Angel,Florida,Indian River County School District,2021-11-01,USA,Banned in Libraries
1325,"Lecesne, Celeste",Absolute Brightness,Texas,North East Independent School District,2021-12-01,USA,Banned in Libraries
1326,"Lee, Harper",To Kill a Mockingbird,North Carolina,Pitt County Schools,2021-11-01,USA,Banned in Classrooms
1327,"Lee, Harper",To Kill a Mockingbird,Oklahoma,Edmond Public Schools,2021-10-01,USA,Banned in Libraries and Classrooms
1328,"Lee, Lyla",I'll Be the One,Florida,Indian River County School District,2021-11-01,USA,Banned in Libraries and Classrooms
1329,"Lee, Lyla",I'll Be the One,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1330,"Lee, Lyla",Mindy Kim and the Big Pizza Challenge (Mindy Kim Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1331,"Lee, Lyla",Mindy Kim and the Birthday Puppy (Mindy Kim Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1332,"Lee, Lyla",Mindy Kim and the Fairy-Tale Wedding (Mindy Kim Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1333,"Lee, Lyla",Mindy Kim and the Lunar New Year Parade (Mindy Kim Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1334,"Lee, Lyla",Mindy Kim and the Trip to Korea (Mindy Kim Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1335,"Lee, Lyla",Mindy Kim and the Yummy Seaweed Business (Mindy Kim Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1336,"Lee, Lyla","Mindy Kim, Class President (Mindy Kim Series)",Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1337,"Lee, Mackenzi",The Gentleman's Guide to Vice and Virtue (Montague Siblings Series),Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1338,"Lee, Mackenzi",The Lady's Guide to Petticoats and Piracy (Montague Siblings Series),Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1339,"Lee, Stacey",The Downstairs Girl,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1340,"Lee, Uk-Bae",When Spring Comes to the DMZ,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1341,"Lee, Victoria",A Lesson in Vengeance,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1342,"Lee, Victoria",The Electric Heir (Feverwake Series),Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1343,"Lee, Victoria",The Fever King (Feverwake Series),Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1344,"Leff, Carrie",Celebrate Your Body 2: The Ultimate Puberty Book for Preteen and Teen Girls,Florida,Walton County School District,2022-04-01,USA,Banned Pending Investigation
1345,"Leone, Bruno",Rape On Campus,Florida,Indian River County School District,2021-11-01,USA,Banned Pending Investigation
1346,"Lerner, K. Lee",Gender Issues and Sexuality: Essential Primary Sources,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1347,"Levine, Ellen",Henry's Freedom Box: A True Story from the Underground Railroad,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1348,"Levithan, David",19 Love Songs,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1349,"Levithan, David",Another Day (Every Day Series),North Carolina,Iredell-Statesville School District,2022-02-01,USA,Banned in Libraries
1350,"Levithan, David",Every Day (Every Day Series),Indiana,Middlebury Community Schools,2021-12-01,USA,Banned in Libraries
1351,"Levithan, David","Hold Me Closer: The Tiny Cooper Story (Will Grayson, Will Grayson Series)",Oklahoma,Bristow Public Schools,2021-10-01,USA,Banned Pending Investigation
1352,"Levithan, David","Hold Me Closer: The Tiny Cooper Story (Will Grayson, Will Grayson Series)",Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
1353,"Levithan, David","Hold Me Closer: The Tiny Cooper Story (Will Grayson, Will Grayson Series)",Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1354,"Levithan, David",Love Is the Higher Law,Texas,North East Independent School District,2021-12-01,USA,Banned in Libraries
1355,"Levithan, David",The Realm of Possibility,Michigan,Gladwin Community Schools,2022-05-01,USA,Banned Pending Investigation
1356,"Levithan, David",Two Boys Kissing,Florida,Polk County Public Schools,2022-01-01,USA,Banned in Libraries
1357,"Levithan, David",Two Boys Kissing,Florida,St. Lucie Public Schools,2021-12-01,USA,Banned in Libraries and Classrooms
1358,"Levithan, David",Two Boys Kissing,Florida,Walton County School District,2022-04-01,USA,Banned Pending Investigation
1359,"Levithan, David",Two Boys Kissing,Georgia,Forsyth County Schools,2022-01-01,USA,Banned in Libraries
1360,"Levithan, David",Two Boys Kissing,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1361,"Levithan, David",Wide Awake,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1362,"Levy, Dana Alison",The Family Fletcher Takes Rock Island (Family Fletcher Series),Florida,Jackson County School District,2022-04-01,USA,Banned in Libraries and Classrooms
1363,"Levy, Dana Alison",The Family Fletcher Takes Rock Island (Family Fletcher Series),Florida,Lee County Schools,2022-05-01,USA,Banned in Libraries
1364,"Levy, Dana Alison",The Family Fletcher Takes Rock Island (Family Fletcher Series),Florida,Walton County School District,2022-04-01,USA,Banned Pending Investigation
1365,"Levy, Dana Alison",The Misadventures of the Family Fletcher (Family Fletcher Series),Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1366,"Lieberman, Leanne",Gravity,Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
1367,"Light, Kate",Gender Identity: The Search for Self,Texas,Klein Independent School District,2021-12-01,USA,Banned Pending Investigation
1368,"Light, Kate",Gender Identity: The Search for Self,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1369,"Limb, Sue","Girl, (Nearly) 16: Absolute Torture",Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
1370,"Limb, Sue","Girl, (Nearly) 16: Absolute Torture",Texas,North East Independent School District,2021-12-01,USA,Banned in Libraries
1371,"Lin, Grace",A Big Mooncake for Little Star,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1372,"Lin, Grace",Dim Sum for Everyone!,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1373,"Lin, Grace",Starry River of the Sky,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1374,"Linn, Laurent",Draw the Line,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1375,"Lippincott, Rachael",The Lucky List,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1376,"Lo, Malinda",A Line in the Dark,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1377,"Lo, Malinda",Ash,Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
1378,"Lo, Malinda",Ash,Texas,Klein Independent School District,2021-12-01,USA,Banned Pending Investigation
1379,"Lo, Malinda",Ash,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1380,"Lo, Malinda",Last Night at the Telegraph Club,Florida,Brevard Public Schools,2022-05-01,USA,Banned Pending Investigation
1381,"Lo, Malinda",Last Night at the Telegraph Club,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1382,"lockhart, e",Fly on the Wall: How One Girl Saw Everything,Florida,Lee County Schools,2022-03-01,USA,Banned in Libraries and Classrooms
1383,"lockhart, e","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",Florida,Lee County Schools,2022-03-01,USA,Banned in Libraries and Classrooms
1384,"Lockhart, E.",Fly on the Wall: How One Girl Saw Everything,Florida,Indian River County School District,2021-11-01,USA,Banned Pending Investigation
1385,"Lockhart, E.",Fly on the Wall: How One Girl Saw Everything,Florida,Santa Rosa County District Schools,2022-04-01,USA,Banned Pending Investigation
1386,"Lockhart, E.",Fly on the Wall: How One Girl Saw Everything,Florida,Walton County School District,2022-04-01,USA,Banned Pending Investigation
1387,"Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",Florida,Indian River County School District,2021-11-01,USA,Banned Pending Investigation
1388,"Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",Florida,Polk County Public Schools,2022-01-01,USA,Banned in Libraries
1389,"Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",Florida,St. Lucie Public Schools,2022-02-01,USA,Banned Pending Investigation
1390,"Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",Florida,Walton County School District,2022-04-01,USA,Banned Pending Investigation
1391,"Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",Texas,Fredericksburg Independent School District,2022-03-01,USA,Banned Pending Investigation
1392,"Lockington, Mariama J.",For Black Girls Like Me,Oklahoma,Bristow Public Schools,2021-10-01,USA,Banned Pending Investigation
1393,"Lockington, Mariama J.",For Black Girls Like Me,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1394,"London, Alex",Black Wings Beating (Skybound Series),Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1395,"London, Alex",Gold Wings Rising (Skybound Series),Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1396,"London, Alex",Guardian (Proxy Series),Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
1397,"London, Alex",Guardian (Proxy Series),Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1398,"London, Alex",Proxy (Proxy Series),Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
1399,"London, Alex",Proxy (Proxy Series),Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1400,"Lookadoo, Justin",The Dateable Rules: A Guide to the Sexes,Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
1401,"Lord, Cynthia",A Handful of Stars,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1402,"Lorde, Audre",Sister Outsider: Essays and Speeches,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1403,"Lorenzi, Natalie Dias",A Long Pitch Home,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1404,"Lorenzi, Natalie Dias",Flying the Dragon,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1405,"Love, Bettina L.",We Want to Do More Than Survive: Abolitionist Teaching and the Pursuit of Educational Freedom,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1406,"Love, Jessica",Julián at the Wedding (Julián Series),Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1407,"Love, Jessica",Julián Is a Mermaid (Julián Series),Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
